INT	STRING	INT	INT	INT	INT
1818	&系%统	1	1	1	1
1819	&系……统	1	1	1	1
1820	&系*统	1	1	1	1
1821	&系（统	1	1	1	1
1822	&系）统	1	1	1	1
1823	&系。统	1	1	1	1
1824	&系;统	1	1	1	1
1825	&系?统	1	1	1	1
1826	&系~统	1	1	1	1
1827	&系：统	1	1	1	1
1828	&系“统	1	1	1	1
1829	&系'统	1	1	1	1
1830	&系,统	1	1	1	1
1831	&系<统	1	1	1	1
1832	&系>统	1	1	1	1
1833	&系【统 	1	1	1	1
1834	&系】统 	1	1	1	1
1835	&系{统 	1	1	1	1
1836	&系}统 	1	1	1	1
1837	！系&统 	1	1	1	1
1838	！系！统	1	1	1	1
1839	！系@统	1	1	1	1
1840	！&系#统	1	1	1	1
1841	！系￥统	1	1	1	1
1842	！系%统	1	1	1	1
1843	！系……统	1	1	1	1
1844	！系*统	1	1	1	1
1845	！系（统	1	1	1	1
1846	！系）统	1	1	1	1
1847	！系。统	1	1	1	1
1848	！系;统	1	1	1	1
1849	！系?统	1	1	1	1
1850	！系~统	1	1	1	1
1851	！系：统	1	1	1	1
1852	！系“统	1	1	1	1
1853	！系'统	1	1	1	1
1854	！系,统	1	1	1	1
1855	！系<统	1	1	1	1
1856	！系>统	1	1	1	1
1857	！系【统 	1	1	1	1
1858	！系】统 	1	1	1	1
1859	！系{统 	1	1	1	1
1860	！系}统  	1	1	1	1
1861	@系&统 	1	1	1	1
1862	@系！统	1	1	1	1
1863	@系@统	1	1	1	1
1864	@系#统	1	1	1	1
1865	@系￥统	1	1	1	1
1866	@系%统	1	1	1	1
1867	@系……统	1	1	1	1
1868	@系*统	1	1	1	1
1869	@系（统	1	1	1	1
1870	@系）统	1	1	1	1
1871	@系。统	1	1	1	1
1872	@系;统	1	1	1	1
1873	@系?统	1	1	1	1
1874	@系~统	1	1	1	1
1875	@系：统	1	1	1	1
1876	@系“统	1	1	1	1
1877	@系'统	1	1	1	1
1878	@系,统	1	1	1	1
1879	@系<统	1	1	1	1
1880	@系>统	1	1	1	1
1881	@系【统 	1	1	1	1
1882	@系】统 	1	1	1	1
1883	@系{统 	1	1	1	1
1884	@系}统 	1	1	1	1
1885	#系&统 	1	1	1	1
1886	#系！统	1	1	1	1
1887	#系@统	1	1	1	1
1888	#系#统	1	1	1	1
1889	#系￥统	1	1	1	1
1890	#系%统	1	1	1	1
1891	#系……统	1	1	1	1
1892	#系*统	1	1	1	1
1893	#系（统	1	1	1	1
1894	#系）统	1	1	1	1
1895	#系。统	1	1	1	1
1896	#系;统	1	1	1	1
1897	#系?统	1	1	1	1
1898	#系~统	1	1	1	1
1899	#系：统	1	1	1	1
1900	#系“统	1	1	1	1
1901	#系'统	1	1	1	1
1902	#系,统	1	1	1	1
1903	#系<统	1	1	1	1
1904	#系>统	1	1	1	1
1905	#系【统 	1	1	1	1
1906	#系】统 	1	1	1	1
1907	#系{统 	1	1	1	1
1908	#系}统 	1	1	1	1
1909	%系&统 	1	1	1	1
1910	%系！统	1	1	1	1
1911	%系@统	1	1	1	1
1912	%系#统	1	1	1	1
1913	%系￥统	1	1	1	1
1914	%系%统	1	1	1	1
1915	%系……统	1	1	1	1
1916	%系*统	1	1	1	1
1917	%系（统	1	1	1	1
1918	%系）统	1	1	1	1
1919	%系。统	1	1	1	1
1920	%系;统	1	1	1	1
1921	%系?统	1	1	1	1
1922	%系~统	1	1	1	1
1923	%系：统	1	1	1	1
1924	%系“统	1	1	1	1
1925	%系'统	1	1	1	1
1926	%系,统	1	1	1	1
1927	%系<统	1	1	1	1
1928	%系>统	1	1	1	1
1929	%系【统 	1	1	1	1
1930	%系】统 	1	1	1	1
1931	%系{统 	1	1	1	1
1932	%系}统 	1	1	1	1
1933	*系&统 	1	1	1	1
1934	*系！统	1	1	1	1
1935	*系@统	1	1	1	1
1936	*系#统	1	1	1	1
1937	*系￥统	1	1	1	1
1938	*系%统	1	1	1	1
1939	*系……统	1	1	1	1
1940	*系*统	1	1	1	1
1941	*系（统	1	1	1	1
1942	*系）统	1	1	1	1
1943	*系。统	1	1	1	1
1944	*系;统	1	1	1	1
1945	*系?统	1	1	1	1
1946	*系~统	1	1	1	1
1947	*系：统	1	1	1	1
1948	*系“统	1	1	1	1
1949	*系'统	1	1	1	1
1950	*系,统	1	1	1	1
1951	*系<统	1	1	1	1
1952	*系>统	1	1	1	1
1953	*系【统 	1	1	1	1
1954	*系】统 	1	1	1	1
1955	*系{统 	1	1	1	1
1956	*系}统	1	1	1	1
1957	系^统	1	1	1	1
1958	^系&统 	1	1	1	1
1959	^系！统	1	1	1	1
1960	^系@统	1	1	1	1
1961	^系#统	1	1	1	1
1962	^系￥统	1	1	1	1
1963	^系%统	1	1	1	1
1964	^系……统	1	1	1	1
1965	^系*统	1	1	1	1
1966	^系（统	1	1	1	1
1967	^系）统	1	1	1	1
1968	^系。统	1	1	1	1
1969	^系;统	1	1	1	1
1970	^系?统	1	1	1	1
1971	^系~统	1	1	1	1
1972	^系：统	1	1	1	1
1973	^系“统	1	1	1	1
1974	^系'统	1	1	1	1
1975	^系,统	1	1	1	1
1976	^系<统	1	1	1	1
1977	^系>统	1	1	1	1
1978	^系【统 	1	1	1	1
1979	^系】统 	1	1	1	1
1980	^系{统 	1	1	1	1
1981	^系}统	1	1	1	1
1982	QQ：	1	1	1	1
1983	Q为	1	1	1	1
1984	5173	0	1	1	0
1985	AIDS	1	1	1	1
1986	aids	1	1	1	1
1987	Aids	1	1	1	1
1988	Dick	1	1	1	1
1989	penis	1	1	1	1
1990	sex	1	1	1	1
1991	屙	1	1	1	1
1992	爱滋	1	1	1	1
1993	淋病	1	1	1	1
1994	梅毒	1	1	1	1
1995	爱液	1	1	1	1
1996	屄	1	1	1	1
1997	逼	0	0	0	0
1998	臭机八	1	1	1	1
1999	臭鸡巴	1	1	1	1
2000	吹喇叭	1	1	1	1
2001	吹箫	1	1	1	1
2002	催情药	1	1	1	1
2003	屌	1	1	1	1
2004	龟头	1	1	1	1
2005	黄色	1	1	1	1
2006	机八	1	1	1	1
2007	机巴	1	1	1	1
2008	鸡八	1	1	1	1
2009	机掰	1	1	1	1
2010	鸡叭	1	1	1	1
2011	鸡掰	1	1	1	1
2012	奸	1	1	1	1
2013	茎	1	1	1	1
2014	精液	1	1	1	1
2015	精子	1	1	1	1
2016	尻	1	1	1	1
2017	滥交	1	1	1	1
2018	乱交	1	1	1	1
2019	卖淫	1	1	1	1
2020	嫖娼	1	1	1	1
2021	强奸犯	1	1	1	1
2022	情色	1	1	1	1
2023	乳峰	1	1	1	1
2024	乳晕	1	1	1	1
2025	色情	1	1	1	1
2026	威而钢	1	1	1	1
2027	威而柔	1	1	1	1
2028	伟哥	1	1	1	1
2029	性高潮	1	1	1	1
2030	性虐	1	1	1	1
2031	穴	0	0	0	0
2032	颜射	1	1	1	1
2033	阳物	1	1	1	1
2034	一夜情	1	1	1	1
2035	阴部	1	1	1	1
2036	阴道	1	1	1	1
2037	阴蒂	1	1	1	1
2038	阴门	1	1	1	1
2039	淫秽	1	1	1	1
2040	淫乱	1	1	1	1
2041	淫娃	1	1	1	1
2042	淫液	1	1	1	1
2043	淫汁	1	1	1	1
2044	淫穴	1	1	1	1
2045	淫洞	1	1	1	1
2046	援交妹	1	1	1	1
2047	梦遗	1	1	1	1
2048	阳痿	1	1	1	1
2049	早泄	1	1	1	1
2050	奸淫	1	1	1	1
2051	刘少奇	1	1	1	1
2052	朱德	1	1	1	1
2053	彭德怀	1	1	1	1
2054	林彪	1	1	1	1
2055	刘伯承	1	1	1	1
2056	陈毅	1	1	1	1
2057	贺龙	1	1	1	1
2058	聂荣臻	1	1	1	1
2059	罗荣桓	1	1	1	1
2060	徐向前	1	1	1	1
2061	叶剑英	1	1	1	1
2062	李大钊	1	1	1	1
2063	陈独秀	1	1	1	1
2064	孙中山	1	1	1	1
2065	孙逸仙	1	1	1	1
2066	Bitch	1	1	1	1
2067	bt	1	1	1	1
2068	cao	1	1	1	1
2069	FUCK	1	1	1	1
2070	kao	1	1	1	1
2071	NMD	1	1	1	1
2072	ri	1	1	1	1
2073	Suck	1	1	1	1
2074	K他命	1	1	1	1
2075	白痴	1	1	1	1
2076	笨蛋	1	1	1	1
2077	屄	1	1	1	1
2078	逼	0	0	0	0
2079	婊子	1	1	1	1
2080	操她妈	1	1	1	1
2081	操妳妈	1	1	1	1
2082	操你	1	1	1	1
2083	操他妈	1	1	1	1
2084	草你	1	1	1	1
2085	肏	1	1	1	1
2086	册那	1	1	1	1
2087	侧那	1	1	1	1
2088	测拿	1	1	1	1
2089	插	0	0	0	0
2090	蠢猪	1	1	1	1
2091	发骚	1	1	1	1
2092	废物	1	1	1	1
2093	干她妈	1	1	1	1
2094	干妳	1	1	1	1
2095	干妳娘	1	1	1	1
2096	干你妈	1	1	1	1
2097	干你妈B	1	1	1	1
2098	干你妈b	1	1	1	1
2099	干你妈逼	1	1	1	1
2100	干你娘	1	1	1	1
2101	干他妈	1	1	1	1
2102	狗娘养的	1	1	1	1
2103	贱货	1	1	1	1
2104	烂人	1	1	1	1
2105	老母	1	1	1	1
2106	老土	1	1	1	1
2107	妈比	1	1	1	1
2108	妈的	1	1	1	1
2109	马的	1	1	1	1
2110	妳老母的	1	1	1	1
2111	妳娘的	1	1	1	1
2112	你妈逼	1	1	1	1
2113	破鞋	1	1	1	1
2114	仆街	1	1	1	1
2115	去她妈	1	1	1	1
2116	去妳的	1	1	1	1
2117	去妳妈	1	1	1	1
2118	去你的	1	1	1	1
2119	去你妈	1	1	1	1
2120	去死	1	1	1	1
2121	去他妈	1	1	1	1
2122	日你	1	1	1	1
2123	赛她娘	1	1	1	1
2124	赛妳娘	1	1	1	1
2125	赛你娘	1	1	1	1
2126	赛他娘	1	1	1	1
2127	骚货	1	1	1	1
2128	傻B	1	1	1	1
2129	傻比	1	1	1	1
2130	傻子	1	1	1	1
2131	上妳	1	1	1	1
2132	上你	1	1	1	1
2133	神经病	1	1	1	1
2134	屎	1	1	1	1
2135	屎你娘	1	1	1	1
2136	屎妳娘	1	1	1	1
2137	他妈的	1	1	1	1
2138	王八蛋	1	1	1	1
2139	我操	1	1	1	1
2140	我日	1	1	1	1
2141	乡巴佬	1	1	1	1
2142	猪猡	1	1	1	1
2143	屙	1	1	1	1
2144	尿	1	1	1	1
2145	掯	1	1	1	1
2146	屌	1	1	1	1
2147	骑你	1	1	1	1
2148	湿了	1	1	1	1
2149	操你	1	1	1	1
2150	操他	1	1	1	1
2151	操她	1	1	1	1
2152	骑你	1	1	1	1
2153	骑他	1	1	1	1
2154	骑她	1	1	1	1
2155	欠骑	1	1	1	1
2156	欠人骑	1	1	1	1
2157	来爽我	1	1	1	1
2158	来插我	1	1	1	1
2159	干他	1	1	1	1
2160	干她	1	1	1	1
2161	干死	1	1	1	1
2162	干爆	1	1	1	1
2163	干机	1	1	1	1
2164	FUCK	1	1	1	1
2165	机叭	1	1	1	1
2166	臭鸡	1	1	1	1
2167	臭机	1	1	1	1
2168	览叫	1	1	1	1
2169	阳具	1	1	1	1
2170	肉壶	1	1	1	1
2171	摸咪咪	1	1	1	1
2172	“SUCK PENIS”	1	1	1	1
2173	BITCH	1	1	1	1
2174	BLOW JOB	1	1	1	1
2175	KISS MY ASS	1	1	1	1
2176	干鸡	1	1	1	1
2177	干入	1	1	1	1
2178	强奸	1	1	1	1
2179	插你	1	1	1	1
2180	爽你	1	1	1	1
2181	干干	1	1	1	1
2182	干X	1	1	1	1
2183	他干	1	1	1	1
2184	干它	1	1	1	1
2185	干牠	1	1	1	1
2186	干您	1	1	1	1
2187	干汝	1	1	1	1
2188	干林	1	1	1	1
2189	操林	1	1	1	1
2190	干尼	1	1	1	1
2191	操尼	1	1	1	1
2192	我咧干	1	1	1	1
2193	干勒	1	1	1	1
2194	干我	1	1	1	1
2195	干啦	1	1	1	1
2196	干爽	1	1	1	1
2197	欠干	1	1	1	1
2198	我干	1	1	1	1
2199	来干	1	1	1	1
2200	轮干	1	1	1	1
2201	干一干	1	1	1	1
2202	轮流干	1	1	1	1
2203	援交	1	1	1	1
2204	骑你	1	1	1	1
2205	我操	1	1	1	1
2206	奸暴	1	1	1	1
2207	再奸	1	1	1	1
2208	我奸	1	1	1	1
2209	奸你	1	1	1	1
2210	奸他	1	1	1	1
2211	奸她	1	1	1	1
2212	奸一奸	1	1	1	1
2213	淫湿	1	1	1	1
2214	鸡歪	1	1	1	1
2215	仆街	1	1	1	1
2216	臭西	1	1	1	1
2217	尻	1	1	1	1
2218	吊	0	0	0	0
2219	遗精	1	1	1	1
2220	烂逼	1	1	1	1
2221	大血比	1	1	1	1
2222	叼你妈	1	1	1	1
2223	靠你妈	1	1	1	1
2224	草你	1	1	1	1
2225	日你	1	1	1	1
2226	插你	1	1	1	1
2227	奸你	1	1	1	1
2228	戳你	1	1	1	1
2229	逼你老母	1	1	1	1
2230	挨球	1	1	1	1
2231	我日你	1	1	1	1
2232	草拟妈	1	1	1	1
2233	卖逼	1	1	1	1
2234	狗操卖逼	1	1	1	1
2235	日死	1	1	1	1
2236	奶娘	1	1	1	1
2237	他娘	1	1	1	1
2238	她娘	1	1	1	1
2239	你妈了妹	1	1	1	1
2240	插你妈	1	1	1	1
2241	叼你	1	1	1	1
2242	渣波波	1	1	1	1
2243	嫩b	1	1	1	1
2244	陈云	1	1	1	1
2245	李瑞环	1	1	1	1
2246	尉健行	1	1	1	1
2247	李岚清	1	1	1	1
2248	罗干	1	1	1	1
2249	吴邦国	1	1	1	1
2250	曾庆红	1	1	1	1
2251	贾庆林	1	1	1	1
2252	黄菊	1	1	1	1
2253	吴官正	1	1	1	1
2254	回良玉	1	1	1	1
2255	吴仪	1	1	1	1
2256	李长春	1	1	1	1
2257	曾培炎	1	1	1	1
2258	周永康	1	1	1	1
2259	曹刚川	1	1	1	1
2260	唐家璇	1	1	1	1
2261	华建敏	1	1	1	1
2262	陈至立	1	1	1	1
2263	陈良宇	1	1	1	1
2264	张德江	1	1	1	1
2265	张立昌	1	1	1	1
2266	俞正声	1	1	1	1
2267	王乐泉	1	1	1	1
2268	刘云山	1	1	1	1
2269	王刚	1	1	1	1
2270	王兆国	1	1	1	1
2271	刘淇	1	1	1	1
2272	贺国强	1	1	1	1
2273	郭伯雄	1	1	1	1
2274	胡耀邦	1	1	1	1
2275	ADMIN	1	1	1	1
2276	Admin	1	1	1	1
2277	admin	1	1	1	1
2278	Administrator	1	1	1	1
2279	administrator	1	1	1	1
2280	管理	1	1	1	1
2281	管里	1	1	1	1
2282	服务管理	1	1	1	1
2283	服务器	1	1	1	1
2284	活动管理员	1	1	1	1
2285	官方	1	1	1	1
2286	维护	1	1	1	1
2287	系统公告	1	1	1	1
2288	审查	1	1	1	1
2289	巡查	1	1	1	1
2290	监督	1	1	1	1
2291	监管	1	1	1	1
2292	GAMEMASTER	1	1	1	1
2293	GameMaster	1	1	1	1
2294	G.M	1	1	1	1
2295	游戏管理员	1	1	1	1
2296	Client Server	1	1	1	1
2297	CS	1	1	1	1
2298	cS	1	1	1	1
2299	Cs	1	1	1	1
2300	cs	1	1	1	1
2301	KEFU	1	1	1	1
2302	kefu	1	1	1	1
2303	Kefu	1	1	1	1
2304	KeFu	1	1	1	1
2305	助理	1	1	1	1
2306	服务天使	1	1	1	1
2307	连战	1	1	1	1
2308	宋楚瑜	1	1	1	1
2309	吕秀莲	1	1	1	1
2310	郁慕明	1	1	1	1
2311	蒋介石	1	1	1	1
2312	蒋中正	1	1	1	1
2313	蒋经国	1	1	1	1
2314	马英九	1	1	1	1
2315	布莱尔	1	1	1	1
2316	纯一郎	1	1	1	1
2317	萨马兰奇	1	1	1	1
2318	阿拉法特	1	1	1	1
2319	默克尔	1	1	1	1
2320	克林顿	1	1	1	1
2321	里根	1	1	1	1
2322	尼克松	1	1	1	1
2323	林肯	1	1	1	1
2324	杜鲁门	1	1	1	1
2325	赫鲁晓夫	1	1	1	1
2326	列宁	1	1	1	1
2327	斯大林	1	1	1	1
2328	马克思	1	1	1	1
2329	恩格斯	1	1	1	1
2330	金正日	1	1	1	1
2331	金日成	1	1	1	1
2332	胡志明	1	1	1	1
2333	西哈努克	1	1	1	1
2334	希拉克	1	1	1	1
2335	撒切尔	1	1	1	1
2336	阿罗约	1	1	1	1
2337	曼德拉	1	1	1	1
2338	卡斯特罗	1	1	1	1
2339	富兰克林	1	1	1	1
2340	华盛顿	1	1	1	1
2341	艾森豪威尔	1	1	1	1
2342	拿破仑	1	1	1	1
2343	亚历山大	1	1	1	1
2344	路易	1	1	1	1
2345	拉姆斯菲尔德	1	1	1	1
2346	劳拉	1	1	1	1
2347	鲍威尔	1	1	1	1
2348	本 拉登	1	1	1	1
2349	奥马尔	1	1	1	1
2350	达赖喇嘛	1	1	1	1
2351	江青	1	1	1	1
2352	张春桥	1	1	1	1
2353	姚文元	1	1	1	1
2354	王洪文	1	1	1	1
2355	冈村秀树	1	1	1	1
2356	冈村宁次	1	1	1	1
2357	高丽朴	1	1	1	1
2358	赵紫阳	1	1	1	1
2359	王丹	1	1	1	1
2360	沃尔开西	1	1	1	1
2361	李大师	1	1	1	1
2362	马加爵	1	1	1	1
2363	班禅	1	1	1	1
2364	额尔德尼	1	1	1	1
2365	阿扁	1	1	1	1
2366	鲁迅	1	1	1	1
2367	莎士比亚	1	1	1	1
2368	爱因斯坦	1	1	1	1
2369	牛顿	1	1	1	1
2370	哥白尼	1	1	1	1
2371	达·芬奇	1	1	1	1
2372	米开朗基罗	1	1	1	1
2373	毕加索	1	1	1	1
2374	梵高	1	1	1	1
2375	海明威	1	1	1	1
2376	斯蒂芬·霍金	1	1	1	1
2377	六四运动	1	1	1	1
2378	美国之音	1	1	1	1
2379	密宗	1	1	1	1
2380	民进党	1	1	1	1
2381	民运	1	1	1	1
2382	民主潮	1	1	1	1
2383	摩门教	1	1	1	1
2384	南华早报	1	1	1	1
2385	南蛮	1	1	1	1
2386	起义	1	1	1	1
2387	亲民党	1	1	1	1
2388	瘸腿帮	1	1	1	1
2389	打倒共产党	1	1	1	1
2390	台独万岁	1	1	1	1
2391	圣战	1	1	1	1
2392	示威	1	1	1	1
2393	台独分子	1	1	1	1
2394	台联	1	1	1	1
2395	台湾民国	1	1	1	1
2396	太子党	1	1	1	1
2397	屠杀	1	1	1	1
2398	新党	1	1	1	1
2399	疆独	1	1	1	1
2400	藏独	1	1	1	1
2401	学潮	1	1	1	1
2402	学运	1	1	1	1
2403	一党专政	1	1	1	1
2404	一贯道	1	1	1	1
2405	圆满 	1	1	1	1
2406	造反	1	1	1	1
2407	政治反对派	1	1	1	1
2408	政治犯	1	1	1	1
2409	中国民主党	1	1	1	1
2410	中国之春	1	1	1	1
2411	共党	1	1	1	1
2412	苏家屯	1	1	1	1
2413	塔利班	1	1	1	1
2414	高治联	1	1	1	1
2415	高自联	1	1	1	1
2416	核工业基地	1	1	1	1
2417	核武器	1	1	1	1
2418	原子弹	1	1	1	1
2419	氢弹	1	1	1	1
2420	导弹	1	1	1	1
2421	核潜艇	1	1	1	1
2422	大参考	1	1	1	1
2423	小参考	1	1	1	1
2424	国内动态清样	1	1	1	1
2425	道教	1	1	1	1
2426	多维	1	1	1	1
2427	佛教	1	1	1	1
2428	佛祖	1	1	1	1
2429	释迦牟尼	1	1	1	1
2430	如来	1	1	1	1
2431	阿弥陀佛	1	1	1	1
2432	观世音	1	1	1	1
2433	普贤	1	1	1	1
2434	文殊	1	1	1	1
2435	地藏	1	1	1	1
2436	河殇	1	1	1	1
2437	穆罕默德	1	1	1	1
2438	升天	1	1	1	1
2439	圣母	1	1	1	1
2440	耶和华	1	1	1	1
2441	耶稣	1	1	1	1
2442	真主安拉	1	1	1	1
2443	白莲教	1	1	1	1
2444	天主教	1	1	1	1
2445	基督教	1	1	1	1
2446	东正教	1	1	1	1
2447	瘸腿帮	1	1	1	1
2448	真理教	1	1	1	1
2449	走向圆满	1	1	1	1
2450	黄大仙	1	1	1	1
2451	风水	1	1	1	1
2452	跳大神	1	1	1	1
2453	神汉	1	1	1	1
2454	神婆	1	1	1	1
2455	真理教	1	1	1	1
2456	大卫教	1	1	1	1
2457	阎王	1	1	1	1
2458	黑白无常	1	1	1	1
2459	牛头马面	1	1	1	1
2460	高丽棒子	1	1	1	1
2461	藏独	1	1	1	1
2462	回回	1	1	1	1
2463	疆独	1	1	1	1
2464	蒙古鞑子	1	1	1	1
2465	台独分子	1	1	1	1
2466	台联	1	1	1	1
2467	台湾民国	1	1	1	1
2468	老毛子	1	1	1	1
2469	南蛮	1	1	1	1
2470	谋杀	1	1	1	1
2471	贩毒	1	1	1	1
2472	赌博	1	1	1	1
2473	拐卖	1	1	1	1
2474	走私	1	1	1	1
2475	卖淫	1	1	1	1
2476	造反	1	1	1	1
2477	监狱	1	1	1	1
2478	先奸后杀	1	1	1	1
2479	下注	1	1	1	1
2480	押大	1	1	1	1
2481	押小	1	1	1	1
2482	抽头	1	1	1	1
2483	坐庄	1	1	1	1
2484	赌马	1	1	1	1
2485	赌球	1	1	1	1
2486	老虎机	1	1	1	1
2487	筹码	1	1	1	1
2488	轮盘赌	1	1	1	1
2489	安非他命	1	1	1	1
2490	大麻	1	1	1	1
2491	可卡因	1	1	1	1
2492	海洛因	1	1	1	1
2493	冰毒	1	1	1	1
2494	摇头丸	1	1	1	1
2495	杜冷丁	1	1	1	1
2496	鸦片	1	1	1	1
2497	罂粟	1	1	1	1
2498	迷幻药	1	1	1	1
2499	白粉	1	1	1	1
2500	嗑药	1	1	1	1
2501	验证码	1	1	1	1
2502	验 证 码	1	1	1	1
2503	验证 码	1	1	1	1
2504	刷元宝	1	1	1	1
2505	大号被封	1	1	1	1
2506	S H	1	1	1	1
2507	雪山狮子旗	1	1	1	1
2508	gamemaster	1	1	1	1
2509	广告	0	2	2	0
2510	邮件	0	2	2	0
2511	活动	0	1	2	0
2512	通知	0	2	2	0
2513	测试人员	0	1	2	0
2514	专员	0	1	2	0
2515	赖昌星	1	1	1	1
2516	哥伦布	1	1	1	1
2517	达芬奇	1	1	1	1
2518	藏青会	1	1	1	1
2519	藏妇会	1	1	1	1
2520	台湾岛国	1	1	1	1
2521	台湾分裂	1	1	1	1
2522	西藏分裂	1	1	1	1
2523	新疆分裂	1	1	1	1
2524	铀	1	1	1	1
2525	回民吃猪肉	1	1	1	1
2526	操	0	0	0	0
2527	滚	0	0	0	0
2528	靠	0	0	0	0
2529	日	0	0	0	0
2530	干	0	0	0	0
2531	烂鸟	1	1	1	1
2532	干到	1	1	1	1
2533	狗干	1	1	1	1
2534	骚B	1	1	1	1
2535	TEsT	1	1	1	1
2536	tESt	1	1	1	1
2537	test	1	1	1	1
2538	TeSt	1	1	1	1
2539	tEST	1	1	1	1
2540	Test	1	1	1	1
2541	测试	1	1	1	1
2542	辅助程序	1	1	1	1
2543	运营	1	1	1	1
2544	运营者	1	1	1	1
2545	运营组	1	1	1	1
2546	运营商	1	1	1	1
2547	运营长	1	1	1	1
2548	运营官	1	1	1	1
2549	运营人	1	1	1	1
2550	sf	1	1	1	1
2551	私服	1	1	1	1
2552	私人服务器	1	1	1	1
2553	wg	1	1	1	1
2554	金久灵	0	2	2	0
2555	刘盾	0	2	2	0
2556	何悦	0	2	2	0
2557	段誉	0	2	2	0
2558	虚竹	0	2	2	0
2559	゛	1	1	1	1
2560	＾	1	1	1	1
2561	█	1	1	1	1
2562	私 服	1	1	1	1
2563	SF	1	1	1	1
2564	性奴	1	1	1	1
2565	奥巴马	1	1	1	1
2566	习近平	1	1	1	1
2567	王岐山	1	1	1	1
2568	刘延东	1	1	1	1
2569	李克强	1	1	1	1
2570	李源潮	1	1	1	1
2571	汪洋	1	1	1	1
2572	张高丽	1	1	1	1
2573	徐才厚	1	1	1	1
2574	薄熙来	1	1	1	1
2575	乌云其木格	1	1	1	1
2576	韩启德	1	1	1	1
2577	周铁农	1	1	1	1
2578	李建国	1	1	1	1
2579	司马义·铁力瓦尔地	1	1	1	1
2580	蒋树声	1	1	1	1
2581	陈昌智	1	1	1	1
2582	严隽琪	1	1	1	1
2583	桑国卫	1	1	1	1
2584	廖晖	1	1	1	1
2585	杜青林	1	1	1	1
2586	阿沛·阿旺晋美	1	1	1	1
2587	帕巴拉·格列朗杰	1	1	1	1
2588	马万祺	1	1	1	1
2589	白立忱	1	1	1	1
2590	陈奎元	1	1	1	1
2591	阿不来提·阿不都热西提	1	1	1	1
2592	李兆焯	1	1	1	1
2593	黄孟复	1	1	1	1
2594	董建华	1	1	1	1
2595	张梅颖	1	1	1	1
2596	张榕明	1	1	1	1
2597	钱运录	1	1	1	1
2598	孙家正	1	1	1	1
2599	李金华	1	1	1	1
2600	郑万通	1	1	1	1
2601	邓朴方	1	1	1	1
2602	万钢	1	1	1	1
2603	林文漪	1	1	1	1
2604	厉无畏	1	1	1	1
2605	罗富和	1	1	1	1
2606	陈宗兴	1	1	1	1
2607	王志珍	1	1	1	1
2608	梁光烈	1	1	1	1
2609	马凯	1	1	1	1
2610	孟建柱	1	1	1	1
2611	戴秉国	1	1	1	1
2612	张平	1	1	1	1
2613	周济	1	1	1	1
2614	李毅中	1	1	1	1
2615	杨晶	1	1	1	1
2616	耿惠昌	1	1	1	1
2617	马馼	1	1	1	1
2618	李学举	1	1	1	1
2619	吴爱英	1	1	1	1
2620	谢旭人	1	1	1	1
2621	尹蔚民	1	1	1	1
2622	徐绍史	1	1	1	1
2623	姜伟新	1	1	1	1
2624	刘志军	1	1	1	1
2625	李盛霖	1	1	1	1
2626	陈雷	1	1	1	1
2627	孙政才	1	1	1	1
2628	周生贤	1	1	1	1
2629	陈德铭	1	1	1	1
2630	蔡武	1	1	1	1
2631	陈竺	1	1	1	1
2632	李斌	1	1	1	1
2633	周小川	1	1	1	1
2634	刘家义	1	1	1	1
2635	杨洁篪	1	1	1	1
2636	王胜俊	1	1	1	1
2637	曹建明	1	1	1	1
2638	待练	1	1	1	1
2639	代练	1	1	1	1
2640	带练	1	1	1	1
2641	贷练	1	1	1	1
2642	带炼	1	1	1	1
2643	代炼	1	1	1	1
2644	待炼	1	1	1	1
2645	贷炼	1	1	1	1
2646	，	0	2	2	0
2647	。	0	2	2	0
2648	·	0	2	2	0
2649	；	0	2	2	0
2650	！	0	2	2	0
2651	：	0	2	2	0
2652	‘	0	2	2	0
2653	’	0	2	2	0
2654	“	0	2	2	0
2655	”	0	2	2	0
2656	#r	0	0	1	0
2657	王滔	1	1	1	1
2658	洪晓健	1	1	1	1
2659	陈德文	1	1	1	1
2660	韦青	1	1	1	1
2661	何捷	1	1	1	1
2662	刘铁	1	1	1	1
2663	周治非	1	1	1	1
