INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8304	变异当扈	830	65	9	1	0	10	10	688	450000	-1	-1	706	900000	710	400000	728	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	200	150	100	50	6000	8300
8305	变异当扈	830	65	9	1	0	10	10	688	450000	-1	-1	706	900000	710	400000	728	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	200	150	100	50	6000	8300
8309	当扈宝宝	830	65	9	0	1	10	10	688	450000	-1	-1	706	900000	710	400000	728	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	6000	8300
8310	成年当扈	831	75	9	0	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8311	变异当扈	831	75	9	1	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8312	变异当扈	831	75	9	1	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8313	变异当扈	831	75	9	1	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8314	变异当扈	831	75	9	1	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8315	变异当扈	831	75	9	1	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8316	变异当扈	831	75	9	1	0	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8319	当扈宝宝	831	75	9	0	1	10	10	688	500000	-1	-1	706	900000	710	450000	728	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	6000	8310
8320	成年当扈	832	85	9	0	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8321	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8322	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8323	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8324	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8325	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8326	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8327	变异当扈	832	85	9	1	0	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8329	当扈宝宝	832	85	9	0	1	10	10	688	550000	-1	-1	706	900000	710	500000	728	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	6000	8320
8330	成年当扈	833	95	9	0	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8331	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8332	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8333	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1789	1052	1447	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8334	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1850	1088	1496	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8335	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1910	1123	1545	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8336	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1970	1159	1594	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8337	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	2031	1194	1642	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8338	变异当扈	833	95	9	1	0	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	2091	1230	1691	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8339	当扈宝宝	833	95	9	0	1	10	10	688	600000	-1	-1	706	900000	710	550000	728	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2188	500	200	150	100	50	6000	8330
8340	成年海盗鼠	834	5	9	0	0	1	10	698	300000	-1	-1	726	900000	706	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	50	200	100	150	500	6000	8340
8341	变异海盗鼠	834	5	9	1	0	1	10	698	300000	-1	-1	726	900000	706	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	50	200	100	150	500	6000	8340
8342	变异海盗鼠	834	5	9	1	0	1	10	698	300000	-1	-1	726	900000	706	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	50	200	100	150	500	6000	8340
8349	海盗鼠宝宝	834	5	9	0	1	1	10	698	300000	-1	-1	726	900000	706	250000	716	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	50	200	100	150	500	6000	8340
8350	成年海盗鼠	835	45	9	0	0	1	10	698	350000	-1	-1	726	900000	706	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	200	100	150	500	6000	8350
8351	变异海盗鼠	835	45	9	1	0	1	10	698	350000	-1	-1	726	900000	706	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	50	200	100	150	500	6000	8350
8352	变异海盗鼠	835	45	9	1	0	1	10	698	350000	-1	-1	726	900000	706	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	50	200	100	150	500	6000	8350
8353	变异海盗鼠	835	45	9	1	0	1	10	698	350000	-1	-1	726	900000	706	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	50	200	100	150	500	6000	8350
8359	海盗鼠宝宝	835	45	9	0	1	1	10	698	350000	-1	-1	726	900000	706	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	200	100	150	500	6000	8350
8360	成年海盗鼠	836	55	9	0	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	200	100	150	500	6000	8360
8361	变异海盗鼠	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	50	200	100	150	500	6000	8360
8362	变异海盗鼠	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	50	200	100	150	500	6000	8360
8363	变异海盗鼠	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	50	200	100	150	500	6000	8360
8364	变异海盗鼠	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	50	200	100	150	500	6000	8360
8369	海盗鼠宝宝	836	55	9	0	1	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	200	100	150	500	6000	8360
8370	成年海盗鼠	837	65	9	0	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8371	变异海盗鼠	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8372	变异海盗鼠	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8373	变异海盗鼠	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8374	变异海盗鼠	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8375	变异海盗鼠	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8379	海盗鼠宝宝	837	65	9	0	1	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	200	100	150	500	6000	8370
8380	成年海盗鼠	838	75	9	0	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8381	变异海盗鼠	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8382	变异海盗鼠	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8383	变异海盗鼠	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8384	变异海盗鼠	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8385	变异海盗鼠	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8386	变异海盗鼠	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8389	海盗鼠宝宝	838	75	9	0	1	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	200	100	150	500	6000	8380
8390	成年海盗鼠	839	85	9	0	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8391	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8392	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8393	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8394	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8395	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8396	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8397	变异海盗鼠	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8399	海盗鼠宝宝	839	85	9	0	1	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	200	100	150	500	6000	8390
8400	成年海盗鼠	840	95	9	0	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8401	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8402	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8403	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1710	1447	921	1184	921	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8404	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1768	1496	952	1224	952	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8405	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1826	1545	983	1264	983	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8406	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1883	1594	1014	1304	1014	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8407	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1941	1642	1045	1344	1045	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8408	变异海盗鼠	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1691	1076	1384	1076	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8409	海盗鼠宝宝	840	95	9	0	1	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	50	200	100	150	500	6000	8400
8410	成年宝箱童子	841	5	9	0	0	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	150	50	200	100	6000	8410
8411	变异宝箱童子	841	5	9	1	0	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	150	50	200	100	6000	8410
8412	变异宝箱童子	841	5	9	1	0	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	150	50	200	100	6000	8410
8419	宝箱童子宝宝	841	5	9	0	1	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	150	50	200	100	6000	8410
8420	成年宝箱童子	842	45	9	0	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	150	50	200	100	6000	8420
8421	变异宝箱童子	842	45	9	1	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	150	50	200	100	6000	8420
8422	变异宝箱童子	842	45	9	1	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	150	50	200	100	6000	8420
8423	变异宝箱童子	842	45	9	1	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	150	50	200	100	6000	8420
8429	宝箱童子宝宝	842	45	9	0	1	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	150	50	200	100	6000	8420
8430	成年宝箱童子	843	55	9	0	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8430
8431	变异宝箱童子	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8430
8432	变异宝箱童子	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8430
8433	变异宝箱童子	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8430
8434	变异宝箱童子	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8430
8439	宝箱童子宝宝	843	55	9	0	1	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8430
8440	成年宝箱童子	844	65	9	0	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
8441	变异宝箱童子	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
8442	变异宝箱童子	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
8443	变异宝箱童子	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
8444	变异宝箱童子	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
