INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1262	242	268	46	关汉寿	删除角色	删号	5	4
1263	242	162	237	关胜			7	5
1264	242	175	64	郭天信			7	5
1265	242	161	244	韩银叶	江湖游医	恢复	5	4
1266	242	248	129	何灵芝	染发师傅	染发	5	4
1267	242	95	152	何生财	材料商人	材料	6	3
1268	242	255	106	何生富	材料商人	材料	6	3
1269	242	113	63	赫连铁树			7	5
1270	242	46	61	花仙			7	5
1271	242	232	181	怀丙			7	5
1272	242	81	117	贾威信			7	5
1273	242	179	177	贾作珍	首饰店掌柜	首饰	6	3
1274	242	127	154	姜鲤	酒店老板	食物	6	3
1275	242	207	184	姜渔	钓鱼技能训练	钓鱼	5	4
1276	242	205	172	金六爷	钱庄接应使	钱庄	5	2
1277	242	109	73	金左焕			7	5
1278	242	230	215	康敏			7	5
1279	242	65	134	柯柏仁	江湖游医	恢复	5	4
1280	242	265	44	孔宗渊	删除任务道具	删物	5	4
1281	242	63	147	郎夫人	珠宝商人	宝石	6	3
1282	242	256	139	雷横			7	5
1283	242	134	152	李大嘴	烹饪大师	烹饪	5	4
1284	242	249	111	李妈妈			7	5
1285	242	253	112	李师师			7	5
1286	242	212	156	林金龙	武器店伙计	武器	6	3
1287	242	157	35	刘光世			7	5
1288	242	150	90	刘健明	领取双倍经验	领双	5	4
1289	242	219	262	刘亦农	种植学大师	种植	5	4
1290	242	199	57	柳复生			7	5
1291	242	100	170	龙霸天	恢复气血	恢复	5	4
1292	242	60	146	龙三少	工艺技能大师	工艺	5	4
1293	242	109	210	吕惠卿			7	5
1294	242	112	64	努儿海			7	5
1295	242	174	33	裴宣			7	5
1296	242	177	184	彭怀玉	宝石工匠	宝石	5	4
1297	242	112	72	朴明善			7	5
1298	242	132	154	蔷薇	养生学大师	烹饪	5	4
1299	242	230	156	乔复盛	九州商会老板	商店	6	3
1300	242	225	152	乔清盛			7	5
1301	242	175	115	乔致广	洛阳商人	跑商	6	3
1302	242	136	185	邱行洛	捎口信任务	送信	7	5
1303	242	128	98	裘兴			7	5
1304	242	254	146	芮福祥	杂货店掌柜	杂货	6	3
1305	242	208	213	书僮			7	5
1306	242	207	212	司马光	英雄任务		7	5
1307	242	162	34	苏辙			7	5
1308	242	180	213	谭公			7	5
1309	242	179	212	谭婆			7	5
1310	242	180	185	陶得宝	服饰店伙计	服饰	6	3
1311	242	121	73	藤原佐为			7	5
1312	242	136	180	田骁鸣	购买新手骑乘	骑乘	6	3
1313	242	159	181	汀汀	金币元宝寄售	寄售	5	4
1314	242	204	57	童贯	蹴鞠大赛廉访使	蹴鞠	5	2
1315	242	230	129	汪旱	九州商会传送人	传送	5	1
1316	242	213	160	王德富	铸剑师傅	铸造	5	4
1317	242	210	154	王德贵	兵器店大当家	武器	6	3
1318	242	271	88	王积薪	棋局接引人	棋局	5	4
1319	242	212	151	薛铜锤	采矿技能大师	采矿	5	4
1320	242	250	106	卫先生	钱庄账房	钱庄	5	4
1321	242	139	182	吴德昌	驿站老板	传送	5	1
1322	242	89	111	伍丁	易容奇货商人	易容	6	3
1323	242	120	63	武田信昌			7	5
1324	242	177	94	喜来乐	结婚巡游管理人	婚庆	5	4
1325	242	155	107	夏侯仁	嵩山封禅台	竞技	5	2
1326	242	262	53	周然	战场传送人	征讨	5	2
1327	242	280	141	崔苇	战场变身恢复人	变身	5	2
1328	242	110	52	萧奉先			7	5
1329	242	210	201	徐惊雷			7	5
1330	242	120	169	严百草	采药技能大师	采药	5	4
1331	242	252	130	颜如玉	整容师傅	整容	5	4
1332	242	112	202	燕青	暗器大师	暗器	5	4
1333	242	250	129	燕如雪	绾发师傅	绾发	5	4
1334	242	107	203	杨时			7	5
1335	242	79	152	杨熙平			7	5
1336	242	234	69	杨铮			7	5
1337	242	118	62	耶律大石			7	5
1338	242	77	54	业凡			7	5
1339	242	75	70	业空			7	5
1340	242	106	200	游酢			7	5
1341	242	57	82	游坦之			7	5
1342	242	160	101	于九莲	嵩山封禅台	竞技	5	4
1343	242	47	62	月老	结婚申请	结婚	5	4
1344	242	182	155	云涵儿	玄武岛传送人	玄武	5	2
1345	242	182	157	云渺渺	虫鸟坊坊主	珍兽	6	3
1346	242	172	141	云清清	珍兽用品商人	珍兽	6	3
1347	242	67	126	张伯智			7	5
1348	242	200	61	张浚			7	5
1349	242	137	164	张明景	制药大师	制药	5	4
1350	242	200	103	章惇	兑换平贼称号	平贼	5	4
1351	242	150	114	赵半水	春节晚会点播	春晚	5	4
1352	242	228	175	赵明诚	洛阳漕运使	漕运	5	4
1353	242	86	89	赵钱孙			7	5
1354	242	182	183	甄唯思	服饰店掌柜	服饰	6	3
1355	242	77	72	智光大师			7	5
1356	242	79	52	智清大师			7	5
1357	242	245	96	周邦彦			7	5
1358	242	63	131	朱仝			7	5
1359	242	194	180	诸葛孔亮			7	5
1360	242	112	51	宗喀班			7	5
1361	242	120	54	宗喀达			7	5
1362	242	177	102	邱碧特	爱神	爱神	7	5
1363	242	121	55	宗赞			7	5
1364	242	120	196	车传义	驿站老板	传送	5	1
1365	244	20	237	传送：高昌		传送	99	2
1366	244	26	103	传送：火焰谷		传送	99	2
1367	244	223	24	哈图斯	敦煌	传送	2	2
1368	244	100	86	白映中	药店老板	药店	2	5
1369	244	228	39	彦世均	火抗医生	火抗	2	5
1370	244	107	102	阿克			2	5
1371	244	106	101	丹妮			2	5
1372	244	38	129	和卓			2	5
1373	244	144	140	洛斯			2	5
1374	244	166	110	麦雅			2	5
1375	244	63	117	邱水			2	5
1376	244	163	102	牛艾尔			2	5
1377	244	228	41	宋之问			2	5
1378	244	212	108	北方盗贼			1	5
1379	244	221	209	北方强盗			1	5
1380	244	223	69	荒原蝎			1	5
1381	244	86	215	铁翼牛			1	5
1382	244	69	51	图布	马匪头领		1	5
1383	244	38	53	西域马匪			1	5
1384	244	122	172	翼牛			1	5
1385	245	229	221	传送：火焰山		传送	99	2
1386	245	72	144	传送：迷宫		传送	99	2
1387	245	22	37	传送：楼兰		传送	99	2
1388	245	41	28	张威			2	5
1389	245	104	156	艾莫尔			2	5
1390	245	106	155	艾苏尔			2	5
1391	245	37	50	波西密			2	5
1392	245	104	155	米提亚			2	5
1393	245	148	114	庞特沁			2	5
1394	245	51	38	乔清风			2	5
1395	245	160	59	岳飞影			2	5
1396	245	43	28	张赛			2	5
1397	245	214	158	废墟恐蝎			1	5
1398	245	181	54	骷髅兵			1	5
1399	245	62	62	西域劫匪			1	5
1400	245	28	106	西域窃贼			1	5
1401	245	213	114	西域萨满			1	5
1402	245	28	214	西域巫医			1	5
1403	246	21	143	场景：大宛		传送	99	2
1404	246	298	142	场景：高昌		传送	99	2
1405	246	160	307	场景：塔里木		传送	99	2
1406	246	22	44	阿提婕	剧情任务		7	5
1407	246	233	49	艾尔迪克	材料商人	材料	6	3
1408	246	285	130	艾尼瓦尔	驿站老板	传送	5	1
1409	246	297	88	车传平	驿站老板	传送	5	1
1410	246	217	230	安托奥	武器店伙计	武器	6	3
1411	246	296	215	鲍三娘	剧情任务	峨眉	7	5
1412	246	295	238	本慈	剧情任务	天龙	7	5
1413	246	37	194	波尔	药店老板	卖药	6	3
1414	246	220	229	程咬铁	武器店老板	武器	6	3
1415	246	217	235	周十三	高级装备修理师	修理	5	4
1416	246	25	143	杜不藤	江湖游医	恢复	5	4
1417	246	162	285	杜黄藤	江湖游医	恢复	5	4
1418	246	294	143	杜青藤	江湖游医	恢复	5	4
1419	246	211	176	高阳	酒店掌柜	食物	6	3
1420	246	154	121	格鲁尔	领取双倍经验	领双	5	4
1421	246	191	119	龚彩婷	活动奖励使者	活动	5	4
1422	246	34	131	古丽	绾发师傅	绾发	5	4
1423	246	291	49	关索	剧情任务	逍遥	7	5
1424	246	292	222	红柳	剧情任务	天山	7	5
1425	246	117	34	红柳妹妹			7	5
1426	246	301	22	慧元	剧情任务	少林	7	5
1427	246	30	131	加岚	染发师傅	染发	5	4
1428	246	213	118	康斯坦丁	钱庄老板	钱庄	5	4
1429	246	75	162	克里木	宝石工匠	宝石	6	3
1430	246	30	187	兰斯洛特	制药大师	制药	5	4
1431	246	279	22	乐达道人	剧情任务	武当	7	5
1432	246	46	60	李昭郁	剧情任务		7	5
1433	246	213	172	马兰	烹饪大师	烹饪	5	4
1434	246	219	119	茅伙计	钱庄伙计	钱庄	5	4
1435	246	218	240	莫花尔彻	铸剑大师	铸造	5	4
1436	246	91	162	纳尔斯丁	工艺大师	工艺	5	4
1437	246	51	53	尼若牟	剧情任务		7	5
1438	246	28	22	帕维奇	剧情任务		7	5
1439	246	219	122	庞伙计	钱庄伙计	钱庄	5	4
1440	246	134	118	钱宏宙			7	5
1441	246	47	23	芮娜	剧情任务		7	5
1442	246	61	129	萨拉	杂货商人	杂货	6	3
1443	246	283	131	马骁鸣	骆驼商人	骑乘	6	3
1444	246	193	224	程青霜	缥缈峰传送使	传送	5	1
1445	246	187	225	史嫂	配方商人	配方	6	3
1446	246	190	224	于婆	配方商人	配方	6	3
1447	246	34	194	莎伊莲	采药大师	采药	5	4
1448	246	203	33	沈婵娟	卖花姑娘	花店	6	3
1449	246	207	122	宋伙计	钱庄伙计	钱庄	5	4
1450	246	207	119	谈伙计	钱庄伙计	钱庄	5	4
1451	246	217	233	童金锤	采矿大师	采矿	5	4
1452	246	262	33	乌明沁	剧情任务		7	5
1453	246	300	49	许小象	剧情任务	丐帮	7	5
1454	246	280	49	杨沂中	剧情任务	星宿	7	5
1455	246	298	246	耶律杰绍	剧情任务		7	5
1456	246	90	92	叶航	钓鱼技能	钓鱼	5	4
1457	246	32	131	依莎	整容师傅	整容	5	4
1458	246	250	184	旖梦	缝纫大师	裁缝	5	4
1459	246	256	184	岳婉婉	服装店老板	服饰	6	3
1460	246	109	121	云兮兮	虫鸟坊坊主	珍兽	6	3
1461	246	227	162	张婵婵	首饰店老板	首饰	6	3
1462	246	73	248	张亦耕	种植学大师	种植	5	4
1463	246	21	30	赵穆	剧情任务		7	5
1464	246	23	61	朱文元	剧情任务	明教	7	5
1465	246	217	130	祝三思	当铺材料商人	材料	6	3
1466	246	287	238	宗喀布	剧情任务		7	5
1467	246	162	75	金久灵	寻宝校尉	寻宝	5	3
1468	246	295	68	何悦	楼兰连环副本	连环	5	4
1469	246	122	56	刘盾	楼兰连环副本	连环	5	4
1470	247	30	22	传送：楼兰		传送	99	2
1471	247	236	222	传送：昆仑山		传送	99	2
1472	247	104	215	传送：塔克		传送	99	2
1473	247	28	26	兰德			2	2
1474	247	20	31	阿尔金			2	5
1475	247	35	195	李柏			2	5
1476	247	30	43	罗莎			2	5
1477	247	32	42	缇娜			2	5
1478	247	40	31	西亚鲁			2	5
1479	247	30	198	张凭初			2	5
1480	247	18	179	卓贝尔			2	5
1481	247	115	38	食腐鸟			1	5
1482	247	121	98	沙尘			1	5
1483	247	77	128	沙漠野人			1	5
1484	247	142	147	沙漠鬣狗			1	5
1485	247	202	46	沙漠战士			1	5
1486	247	80	223	沙漠巫师			1	5
1487	251	68	23	传送：火焰山		传送	99	2
1488	251	39	94	北方盗贼			1	5
1489	251	50	82	北方强盗			1	5
1490	251	82	81	翼牛			1	5
1491	251	89	78	铁翼牛			1	5
1492	251	96	45	荒原蝎			1	5
1493	251	78	42	西域马匪			1	5
1494	252	105	105	传送：高昌		传送	99	2
1495	252	73	91	废墟恐蝎			1	5
1496	252	35	59	骷髅兵			1	5
1497	252	55	90	西域巫医			1	5
1498	252	50	46	西域萨满			1	5
1499	252	72	42	西域窃贼			1	5
1500	252	93	31	西域劫匪			1	5
1501	253	34	18	传送：塔里木		传送	99	2
1502	253	101	32	食腐鸟			1	5
1503	253	26	104	沙尘			1	5
1504	253	39	48	沙漠野人			1	5
1505	253	57	33	沙漠鬣狗			1	5
1506	253	101	78	沙漠战士			1	5
1507	253	84	98	沙漠巫师			1	5
1508	249	195	235	场景：楼兰		传送	99	2
1509	249	47	21	场景：撒马尔		传送	99	2
1510	249	20	210	场景：汗血岭		传送	99	2
1511	249	124	215	林曾			2	5
1512	249	154	210	兰索安			2	5
1513	249	232	128	苏茂			2	5
1514	249	222	135	张凭威			2	5
1515	249	123	58	辽国萨满			1	5
1516	249	212	73	耶律延			1	5
1517	249	170	186	马场守卫			1	5
1518	249	184	132	驯马师			1	5
1519	249	32	146	大宛马			1	5
1520	249	87	38	辽国战士			1	5
1521	255	96	87	场景：大宛		传送	99	2
1522	255	82	91	辽国战士			1	5
1523	255	82	56	驯马师			1	5
1524	255	51	94	辽国萨满			1	5
1525	255	40	68	大宛马			1	5
1526	255	33	41	马场守卫			1	5
1527	260	138	147	玉龙	任务NPC		7	5
1528	260	138	153	哈巴	配方出售商人	配方	6	3
1529	260	202	211	徐霞客	驿站：主城传送	传送	99	2
1530	260	65	167	金沙	任务NPC		7	5
1531	260	65	164	沧澜	任务NPC		7	5
1532	260	171	46	熊剑	武器店老板，装备鉴定	鉴定	5	4
1533	260	171	40	马麟	武器店伙计	武器	6	3
1534	260	89	165	宇文晏	采矿技能大师	采矿	5	4
1535	260	92	162	唐鸣	铸剑大师	铸造	5	4
1536	260	200	258	陈聚财	钱庄老板	钱庄	5	4
1537	260	200	253	刘伙计	钱庄伙计	钱庄	5	4
1538	260	200	263	陆伙计	钱庄伙计	钱庄	5	4
1539	260	200	248	陈墨	当铺材料商人	材料	6	3
1540	260	109	126	云芊芊	虫鸟坊坊主	珍兽	6	3
1541	260	193	128	鲍余	酒店掌柜	酒店	6	5
1542	260	192	144	郝蔡	烹饪大师	烹饪	5	4
1543	260	190	147	魏晾	采药大师	采药	5	4
1544	260	190	150	蒋明轩	制药大师	制药	5	4
1545	260	105	94	白草	药店老板	药店	6	3
1546	260	89	129	朱宝桂	首饰店老板	首饰	6	3
1547	260	81	124	班妮露	服装店老板	服装	6	3
1548	260	134	85	荆嵌实	宝石工匠	宝石	5	4
1549	260	147	119	高笑	领双	领双	5	4
1550	260	124	185	胡丛立	材料商人	材料	6	3
1551	260	158	117	温柳	杂货商人	杂货	6	3
1552	260	216	154	孙仿庄	钓鱼技能训练	钓鱼	5	4
1553	260	76	125	乔寿	缝纫大师	缝纫	5	4
1554	260	131	198	景宫逸	工艺技能大师	工艺	5	4
1555	260	282	278	张亦田	农业大师	农业	5	4
1556	260	154	130	王潇	竞技场	竞技	5	4
1557	260	25	288	李铭洋	传送（传送到苍山）	传送	99	2
1558	260	168	301	木泽	剧情任务		7	5
1559	260	172	300	木华	剧情任务		7	5
1560	260	176	301	木允	剧情任务		7	5
1561	260	161	220	露佑	剧情任务		7	5
1562	260	244	116	张泽谷	剧情任务		7	5
1563	260	141	73	余华平	剧情任务		7	5
1564	260	102	158	杨鸿若	剧情任务		7	5
1565	260	176	199	李逍	剧情任务		7	5
1566	260	176	201	李遥	剧情任务		7	5
1567	260	259	90	赵欣黎	剧情任务		7	5
1568	260	85	74	程小云	剧情任务		7	5
1569	260	86	73	钱小江	剧情任务		7	5
1570	260	84	76	丁小琳	剧情任务		7	5
1571	260	180	113	姜蓬城	剧情任务		7	5
1572	260	182	113	王漠寒	剧情任务		7	5
1573	260	242	153	绿柳哥哥	剧情任务		7	5
1574	262	226	237	场景：剑阁		传送	99	2
1575	262	25	40	场景：地宫二		传送	99	2
1576	262	173	112	俭定	鉴定	鉴定	2	3
1577	262	229	199	高昇泰	任务NPC		2	3
1578	262	231	141	陈长老	任务NPC		2	3
1579	262	204	153	墓穴甲虫			1	5
1580	262	160	142	盗墓贼 			1	5
1581	262	109	179	地宫工匠			1	5
1582	262	57	208	幽禁守卫			1	5
1583	263	235	225	场景：地宫一		传送	99	2
1584	263	96	164	场景：地宫三		传送	99	2
1585	263	211	218	李昂辰	任务NPC		2	5
1586	263	171	230	灰袍老者	任务NPC		2	5
1587	263	50	216	秦皇精兵俑			1	5
1588	263	55	129	机关石人			1	5
1589	263	37	78	地宫幽灵			1	5
1590	263	168	155	幽灵祭祀			1	5
1591	264	237	216	场景：地宫二		传送	99	2
1592	264	213	182	秦将护卫			1	5
1593	264	41	87	秦将侍卫 			1	5
1594	264	219	94	机关守卫			1	5
1595	264	130	84	秦皇之魄			1	5
1596	182	96	110	木人喽罗			1	5
1597	182	96	80	木人精英			1	5
1598	182	40	98	木人武士			1	5
1599	184	98	124	密探先锋			1	5
1600	184	98	90	青旗探马			1	5
1601	184	98	72	蓝旗探马			1	5
1602	183	92	140	复仇恶猴			1	5
1603	183	44	114	强壮恶猴			1	5
1604	183	92	110	精壮恶猴			1	5
1605	185	86	170	妖异心魔			1	5
1606	185	76	130	破嗔心魔			1	5
1607	185	46	58	杀欲心魔			1	5
1608	188	142	102	峨嵋白眉恶猿			1	5
1609	188	96	86	峨嵋利爪恶猿			1	5
1610	188	38	46	峨嵋凶猱			1	5
1611	189	96	126	木王蜘蛛			1	5
1612	189	118	112	水王蜘蛛			1	5
1613	189	96	86	火王蜘蛛			1	5
1614	186	96	120	灭妖傀儡			1	5
1615	186	96	90	诛仙傀儡			1	5
1616	186	96	78	弑神傀儡			1	5
1617	190	96	110	天山小雪怪			1	5
1618	190	96	86	天山大雪怪			1	5
1619	190	96	50	天山雪怪王			1	5
1620	187	52	72	腐体傀儡			1	5
1621	187	120	140	蚀心傀儡			1	5
1622	187	146	58	化魄傀儡			1	5
1623	238	32	12	胡小仙		传送	2	1
1624	238	32	45	罗青云	领取双倍经验	领双	2	4
1625	239	32	12	胡小仙		传送	2	1
1626	239	32	45	罗青云	领取双倍经验	领双	2	4
1627	240	32	12	胡小仙		传送	2	1
1628	240	32	45	罗青云	领取双倍经验	领双	2	4
1629	241	32	12	胡小仙		传送	2	1
1630	241	32	45	罗青云	领取双倍经验	领双	2	4
1631	271	32	12	剑韬	传送至洛阳	传送	2	2
1632	164	88	40	场景：西湖		传送	99	2
1633	164	79	45	凌振	轰天雷		2	3
1634	164	271	175	晁端礼			2	3
1635	164	270	187	朱敦儒			2	3
1636	164	275	183	李光			2	3
1637	164	277	187	黄庭坚			2	3
1638	164	280	183	苏轼			2	3
1639	164	279	182	朝云			2	3
