INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10442107	1	4	42	107	3	81	1	-1	-1	圣火之银锁手甲	7	-1	普通铁制，防御力一般。	33	26	146	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	1	1	1	250	-1	0	0	0	-1	-1
10442108	1	4	42	108	3	81	1	-1	-1	圣火之银锁手甲	8	-1	普通铁制，防御力一般。	38	30	147	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	8	1	1	1	250	-1	0	0	0	-1	-1
10442109	1	4	42	109	3	81	1	-1	-1	圣火之银锁手甲	9	-1	普通铁制，防御力一般。	43	34	149	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	9	1	1	1	250	-1	0	0	0	-1	-1
10442110	1	4	42	110	3	81	1	-1	-1	圣火之银锁手甲	10	-1	普通铁制，防御力一般。	49	39	150	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	10	1	1	1	250	-1	0	0	0	-1	-1
10442111	1	4	42	111	3	82	1	-1	-1	圣火之月铁手甲	11	-1	散发着月亮光芒的铁类制成，防御力很强。	55	44	139	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	11	1	1	1	250	-1	0	0	0	-1	-1
10442112	1	4	42	112	3	82	1	-1	-1	圣火之月铁手甲	12	-1	散发着月亮光芒的铁类制成，防御力很强。	62	49	140	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	12	1	1	1	250	-1	0	0	0	-1	-1
10442113	1	4	42	113	3	82	1	-1	-1	圣火之月铁手甲	13	-1	散发着月亮光芒的铁类制成，防御力很强。	69	55	141	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	13	1	1	1	250	-1	0	0	0	-1	-1
10442114	1	4	42	114	3	82	1	-1	-1	圣火之月铁手甲	14	-1	散发着月亮光芒的铁类制成，防御力很强。	77	61	142	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	14	1	1	1	250	-1	0	0	0	-1	-1
10442115	1	4	42	115	3	82	1	-1	-1	圣火之月铁手甲	15	-1	散发着月亮光芒的铁类制成，防御力很强。	86	68	144	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	15	1	1	1	250	-1	0	0	0	-1	-1
10442116	1	4	42	116	3	82	1	-1	-1	圣火之月铁手甲	16	-1	散发着月亮光芒的铁类制成，防御力很强。	95	76	145	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	16	1	1	1	250	-1	0	0	0	-1	-1
10442117	1	4	42	117	3	82	1	-1	-1	圣火之月铁手甲	17	-1	散发着月亮光芒的铁类制成，防御力很强。	105	84	146	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	17	1	1	1	250	-1	0	0	0	-1	-1
10442118	1	4	42	118	3	82	1	-1	-1	圣火之月铁手甲	18	-1	散发着月亮光芒的铁类制成，防御力很强。	116	92	147	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	18	1	1	1	250	-1	0	0	0	-1	-1
10442119	1	4	42	119	3	82	1	-1	-1	圣火之月铁手甲	19	-1	散发着月亮光芒的铁类制成，防御力很强。	127	101	149	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	19	1	1	1	250	-1	0	0	0	-1	-1
10442120	1	4	42	120	3	82	1	-1	-1	圣火之月铁手甲	20	-1	散发着月亮光芒的铁类制成，防御力很强。	139	111	150	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	20	1	1	1	250	-1	0	0	0	-1	-1
10442121	1	4	42	121	3	83	1	-1	-1	圣火之玄铁手甲	21	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	151	120	139	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	21	1	1	1	250	-1	0	0	0	-1	-1
10442122	1	4	42	122	3	83	1	-1	-1	圣火之玄铁手甲	22	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	164	131	140	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	22	1	1	1	250	-1	0	0	0	-1	-1
10442123	1	4	42	123	3	83	1	-1	-1	圣火之玄铁手甲	23	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	177	141	141	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	23	1	1	1	250	-1	0	0	0	-1	-1
10442124	1	4	42	124	3	83	1	-1	-1	圣火之玄铁手甲	24	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	191	152	142	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	24	1	1	1	250	-1	0	0	0	-1	-1
10442125	1	4	42	125	3	83	1	-1	-1	圣火之玄铁手甲	25	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	206	164	144	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	25	1	1	1	250	-1	0	0	0	-1	-1
10442126	1	4	42	126	3	83	1	-1	-1	圣火之玄铁手甲	26	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	221	176	145	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	26	1	1	1	250	-1	0	0	0	-1	-1
10442127	1	4	42	127	3	83	1	-1	-1	圣火之玄铁手甲	27	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	237	189	146	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	27	1	1	1	250	-1	0	0	0	-1	-1
10442128	1	4	42	128	3	83	1	-1	-1	圣火之玄铁手甲	28	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	254	203	147	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	28	1	1	1	250	-1	0	0	0	-1	-1
10442129	1	4	42	129	3	83	1	-1	-1	圣火之玄铁手甲	29	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	271	216	149	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	29	1	1	1	250	-1	0	0	0	-1	-1
10442130	1	4	42	130	3	83	1	-1	-1	圣火之玄铁手甲	30	-1	千年玄铁制成，刀枪不入，战场上可窥得其优势。	289	231	150	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	30	1	1	1	250	-1	0	0	0	-1	-1
10442131	1	4	42	131	3	84	1	-1	-1	圣火之封霄手甲	31	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	307	245	139	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	31	2	2	1	250	-1	0	0	0	-1	-1
10442132	1	4	42	132	3	84	1	-1	-1	圣火之封霄手甲	32	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	326	260	140	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	32	2	2	1	250	-1	0	0	0	-1	-1
10442133	1	4	42	133	3	84	1	-1	-1	圣火之封霄手甲	33	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	345	276	141	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	33	2	2	1	250	-1	0	0	0	-1	-1
10442134	1	4	42	134	3	84	1	-1	-1	圣火之封霄手甲	34	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	365	292	142	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	34	2	2	1	250	-1	0	0	0	-1	-1
10442135	1	4	42	135	3	84	1	-1	-1	圣火之封霄手甲	35	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	386	308	144	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	35	2	2	1	250	-1	0	0	0	-1	-1
10442136	1	4	42	136	3	84	1	-1	-1	圣火之封霄手甲	36	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	407	325	145	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	36	2	2	1	250	-1	0	0	0	-1	-1
10442137	1	4	42	137	3	84	1	-1	-1	圣火之封霄手甲	37	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	429	343	146	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	37	2	2	1	250	-1	0	0	0	-1	-1
10442138	1	4	42	138	3	84	1	-1	-1	圣火之封霄手甲	38	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	452	361	147	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	38	2	2	1	250	-1	0	0	0	-1	-1
10442139	1	4	42	139	3	84	1	-1	-1	圣火之封霄手甲	39	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	475	380	149	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	39	2	2	1	250	-1	0	0	0	-1	-1
10442140	1	4	42	140	3	84	1	-1	-1	圣火之封霄手甲	40	-1	精钢加入星霄打造而成，比普通铠甲轻巧，而防御力却更显著。	499	399	150	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	40	2	2	1	250	-1	0	0	0	-1	-1
10442141	1	4	42	141	3	85	1	-1	-1	圣火之灭寒手甲	41	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	523	418	139	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	41	2	2	1	250	-1	0	0	0	-1	-1
10442142	1	4	42	142	3	85	1	-1	-1	圣火之灭寒手甲	42	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	548	438	140	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	42	2	2	1	250	-1	0	0	0	-1	-1
10442143	1	4	42	143	3	85	1	-1	-1	圣火之灭寒手甲	43	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	573	458	141	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	43	2	2	1	250	-1	0	0	0	-1	-1
10442144	1	4	42	144	3	85	1	-1	-1	圣火之灭寒手甲	44	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	599	479	142	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	44	2	2	1	250	-1	0	0	0	-1	-1
10442145	1	4	42	145	3	85	1	-1	-1	圣火之灭寒手甲	45	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	626	500	144	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	45	2	2	1	250	-1	0	0	0	-1	-1
10442146	1	4	42	146	3	85	1	-1	-1	圣火之灭寒手甲	46	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	653	522	145	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	46	2	2	1	250	-1	0	0	0	-1	-1
10442147	1	4	42	147	3	85	1	-1	-1	圣火之灭寒手甲	47	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	681	544	146	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	47	2	2	1	250	-1	0	0	0	-1	-1
10442148	1	4	42	148	3	85	1	-1	-1	圣火之灭寒手甲	48	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	710	568	147	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	48	2	2	1	250	-1	0	0	0	-1	-1
10442149	1	4	42	149	3	85	1	-1	-1	圣火之灭寒手甲	49	-1	极北之地出产的秘银加入玄铁打造，增强防御的同时还可御寒。	739	591	149	3	3	-1	-1	Cuff1_10	手套	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	49	2	2	1	250	-1	0	0	0	-1	-1
