INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
320	女主角t12001帽子.mesh	女主角t12001b帽子	男主角t12001帽子.mesh	男主角t12001b帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
321	女主角p12001衣服.mesh	女主角p12001b衣服	男主角p12001衣服.mesh	男主角p12001b衣服	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
322	女主角p11001衣服.mesh	女主角p11001b衣服	男主角p11001衣服.mesh	男主角p11001b衣服	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
323	女主角p11001靴子.mesh	女主角p11001b靴子	男主角p11001靴子.mesh	男主角p11001b靴子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
324	女主角p12001靴子.mesh	女主角p12001b靴子	男主角p12001靴子.mesh	男主角p12001b靴子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
325	女主角p11001护腕.mesh	女主角p11001b护腕	男主角p11001护腕.mesh	男主角p11001b护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
326	女主角p12001护腕.mesh	女主角p12001b护腕	男主角p12001护腕.mesh	男主角p12001b护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
327	女主角p11001帽子.mesh	女主角p11001b帽子	男主角p11001帽子.mesh	男主角p11001b帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
328	女主角p12001帽子.mesh	女主角p12001b帽子	男主角p12001帽子.mesh	男主角p12001b帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
329	女主角b12001衣服.mesh	女主角b12001b衣服	男主角b12001衣服.mesh	男主角b12001b衣服	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
330	女主角b11001衣服.mesh	女主角b11001b衣服	男主角b11001衣服.mesh	男主角b11001b衣服	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
331	女主角b11001靴子.mesh	女主角b11001b靴子	男主角b11001靴子.mesh	男主角b11001b靴子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
332	女主角b12001靴子.mesh	女主角b12001b靴子	男主角b12001靴子.mesh	男主角b12001b靴子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
333	女主角b11001护腕.mesh	女主角b11001b护腕	男主角b11001护腕.mesh	男主角b11001b护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
334	女主角b12001护腕.mesh	女主角b12001b护腕	男主角b12001护腕.mesh	男主角b12001b护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
335	女主角b11001帽子.mesh	女主角b11001b帽子	男主角b11001帽子.mesh	男主角b11001b帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
336	女主角b12001帽子.mesh	女主角b12001b帽子	男主角b12001帽子.mesh	男主角b12001b帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
