INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8047	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	686	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1336	1929	1187	1187	1336	1357	1492	1560	1764	2035	200	500	150	100	50	7200000	8040
8049	Œœ≈£±¶±¶	804	85	9	0	1	100	10	686	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	200	500	150	100	50	7200000	8040
8050	≥…ƒÍŒœ≈£	805	95	9	0	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1064	1537	946	946	1064	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8051	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8052	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8053	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1184	1710	1052	1052	1184	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8054	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1224	1768	1088	1088	1224	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8055	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1264	1826	1123	1123	1264	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8056	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1304	1883	1159	1159	1304	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8057	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1344	1941	1194	1194	1344	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8058	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1384	1999	1230	1230	1384	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8059	Œœ≈£±¶±¶	805	95	9	0	1	100	10	686	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1064	1537	946	946	1064	1459	1604	1677	1896	2188	200	500	150	100	50	7200000	8050
8060	≥…ƒÍ–´◊”	806	5	9	0	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	7200000	8060
8061	±‰“Ï–´◊”	806	5	9	1	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	100	500	50	150	200	7200000	8060
8062	±‰“Ï–´◊”	806	5	9	1	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	100	500	50	150	200	7200000	8060
8069	–´◊”±¶±¶	806	5	9	0	1	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	7200000	8060
8070	≥…ƒÍ–´◊”	807	45	9	0	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8070
8071	±‰“Ï–´◊”	807	45	9	1	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8070
8072	±‰“Ï–´◊”	807	45	9	1	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8070
8073	±‰“Ï–´◊”	807	45	9	1	0	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8070
8079	–´◊”±¶±¶	807	45	9	0	1	10	10	694	350000	-1	-1	659	900000	726	300000	704	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8070
8080	≥…ƒÍ–´◊”	808	55	9	0	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8080
8081	±‰“Ï–´◊”	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8080
8082	±‰“Ï–´◊”	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8080
8083	±‰“Ï–´◊”	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8080
8084	±‰“Ï–´◊”	808	55	9	1	0	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8080
8089	–´◊”±¶±¶	808	55	9	0	1	10	10	694	400000	-1	-1	659	900000	726	350000	704	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8080
8090	≥…ƒÍ–´◊”	809	65	9	0	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8091	±‰“Ï–´◊”	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8092	±‰“Ï–´◊”	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8093	±‰“Ï–´◊”	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8094	±‰“Ï–´◊”	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8095	±‰“Ï–´◊”	809	65	9	1	0	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8099	–´◊”±¶±¶	809	65	9	0	1	10	10	694	450000	-1	-1	659	900000	726	400000	704	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8090
8100	≥…ƒÍ–´◊”	810	75	9	0	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8101	±‰“Ï–´◊”	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8102	±‰“Ï–´◊”	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8103	±‰“Ï–´◊”	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8104	±‰“Ï–´◊”	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8105	±‰“Ï–´◊”	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8106	±‰“Ï–´◊”	810	75	9	1	0	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8109	–´◊”±¶±¶	810	75	9	0	1	10	10	694	500000	-1	-1	659	900000	726	450000	704	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8100
8110	≥…ƒÍ–´◊”	811	85	9	0	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8111	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8112	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8113	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8114	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8115	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8116	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8117	±‰“Ï–´◊”	811	85	9	1	0	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8119	–´◊”±¶±¶	811	85	9	0	1	10	10	694	550000	-1	-1	659	900000	726	500000	704	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	500	50	150	200	7200000	8110
8120	≥…ƒÍ–´◊”	812	95	9	0	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8121	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8122	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8123	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1710	1447	921	1184	921	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8124	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1768	1496	952	1224	952	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8125	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1826	1545	983	1264	983	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8126	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1883	1594	1014	1304	1014	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8127	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1941	1642	1045	1344	1045	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8128	±‰“Ï–´◊”	812	95	9	1	0	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1691	1076	1384	1076	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8129	–´◊”±¶±¶	812	95	9	0	1	10	10	694	600000	-1	-1	659	900000	726	550000	704	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	100	500	50	150	200	7200000	8120
8130	≥…ƒÍ¥©…Ωº◊	813	5	9	0	0	10	10	686	300000	-1	-1	718	900000	668	250000	705	100000	661	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	500	200	150	100	50	7200000	8130
8131	±‰“Ï¥©…Ωº◊	813	5	9	1	0	10	10	686	300000	-1	-1	718	900000	668	250000	705	100000	661	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	970	1402	862	862	970	846	930	972	1099	1269	500	200	150	100	50	7200000	8130
8132	±‰“Ï¥©…Ωº◊	813	5	9	1	0	10	10	686	300000	-1	-1	718	900000	668	250000	705	100000	661	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1097	1585	975	975	1097	846	930	972	1099	1269	500	200	150	100	50	7200000	8130
8139	¥©…Ωº◊±¶±¶	813	5	9	0	1	10	10	686	300000	-1	-1	718	900000	668	250000	705	100000	661	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	500	200	150	100	50	7200000	8130
8140	≥…ƒÍ¥©…Ωº◊	814	45	9	0	0	10	10	686	350000	-1	-1	718	900000	668	300000	705	150000	661	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	500	200	150	100	50	7200000	8140
8141	±‰“Ï¥©…Ωº◊	814	45	9	1	0	10	10	686	350000	-1	-1	718	900000	668	300000	705	150000	661	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	969	1399	861	861	969	948	1042	1090	1232	1422	500	200	150	100	50	7200000	8140
8142	±‰“Ï¥©…Ωº◊	814	45	9	1	0	10	10	686	350000	-1	-1	718	900000	668	300000	705	150000	661	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1057	1527	939	939	1057	948	1042	1090	1232	1422	500	200	150	100	50	7200000	8140
8143	±‰“Ï¥©…Ωº◊	814	45	9	1	0	10	10	686	350000	-1	-1	718	900000	668	300000	705	150000	661	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1145	1654	1018	1018	1145	948	1042	1090	1232	1422	500	200	150	100	50	7200000	8140
8149	¥©…Ωº◊±¶±¶	814	45	9	0	1	10	10	686	350000	-1	-1	718	900000	668	300000	705	150000	661	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	500	200	150	100	50	7200000	8140
8150	≥…ƒÍ¥©…Ωº◊	815	55	9	0	0	10	10	686	400000	-1	-1	718	900000	668	350000	705	200000	661	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	500	200	150	100	50	7200000	8150
8151	±‰“Ï¥©…Ωº◊	815	55	9	1	0	10	10	686	400000	-1	-1	718	900000	668	350000	705	200000	661	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	986	1425	877	877	986	1051	1156	1208	1366	1576	500	200	150	100	50	7200000	8150
8152	±‰“Ï¥©…Ωº◊	815	55	9	1	0	10	10	686	400000	-1	-1	718	900000	668	350000	705	200000	661	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1055	1524	938	938	1055	1051	1156	1208	1366	1576	500	200	150	100	50	7200000	8150
8153	±‰“Ï¥©…Ωº◊	815	55	9	1	0	10	10	686	400000	-1	-1	718	900000	668	350000	705	200000	661	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1124	1624	999	999	1124	1051	1156	1208	1366	1576	500	200	150	100	50	7200000	8150
8154	±‰“Ï¥©…Ωº◊	815	55	9	1	0	10	10	686	400000	-1	-1	718	900000	668	350000	705	200000	661	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1193	1723	1060	1060	1193	1051	1156	1208	1366	1576	500	200	150	100	50	7200000	8150
8159	¥©…Ωº◊±¶±¶	815	55	9	0	1	10	10	686	400000	-1	-1	718	900000	668	350000	705	200000	661	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	500	200	150	100	50	7200000	8150
8160	≥…ƒÍ¥©…Ωº◊	816	65	9	0	0	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8161	±‰“Ï¥©…Ωº◊	816	65	9	1	0	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8162	±‰“Ï¥©…Ωº◊	816	65	9	1	0	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8163	±‰“Ï¥©…Ωº◊	816	65	9	1	0	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8164	±‰“Ï¥©…Ωº◊	816	65	9	1	0	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8165	±‰“Ï¥©…Ωº◊	816	65	9	1	0	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8169	¥©…Ωº◊±¶±¶	816	65	9	0	1	10	10	686	450000	-1	-1	718	900000	668	400000	705	250000	661	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8160
8170	≥…ƒÍ¥©…Ωº◊	817	75	9	0	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8171	±‰“Ï¥©…Ωº◊	817	75	9	1	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8172	±‰“Ï¥©…Ωº◊	817	75	9	1	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8173	±‰“Ï¥©…Ωº◊	817	75	9	1	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8174	±‰“Ï¥©…Ωº◊	817	75	9	1	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8175	±‰“Ï¥©…Ωº◊	817	75	9	1	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8176	±‰“Ï¥©…Ωº◊	817	75	9	1	0	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8179	¥©…Ωº◊±¶±¶	817	75	9	0	1	10	10	686	500000	-1	-1	718	900000	668	450000	705	300000	661	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8170
8180	≥…ƒÍ¿◊˜Î	818	85	9	0	0	10	10	694	550000	-1	-1	659	900000	668	500000	705	350000	661	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8180
8181	±‰“Ï¿◊˜Î	818	85	9	1	0	10	10	694	550000	-1	-1	659	900000	668	500000	705	350000	661	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8180
8182	±‰“Ï¿◊˜Î	818	85	9	1	0	10	10	694	550000	-1	-1	659	900000	668	500000	705	350000	661	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8180
