INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
405	八阵图	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2456	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
406	八阵图	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2457	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
407	八阵图	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2458	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
408	八阵图	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2459	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
409	八阵图	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2460	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
410	八阵图	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2461	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
411	八阵图	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2462	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
412	八阵图	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2463	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
413	八阵图	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17241	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
414	八阵图	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17242	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
415	八阵图	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17243	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
416	八阵图	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17244	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
501	八阵图防	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2452	效果2	2683	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
502	八阵图防	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2453	效果2	2683	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
503	八阵图防	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2454	效果2	2683	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
504	八阵图防	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2455	效果2	2683	效果3几率	26	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
505	八阵图防	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2456	效果2	2683	效果3几率	28	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
506	八阵图防	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2457	效果2	2683	效果3几率	30	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
507	八阵图防	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2458	效果2	2683	效果3几率	32	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
508	八阵图防	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2459	效果2	2683	效果3几率	34	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
509	八阵图防	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2460	效果2	2683	效果3几率	36	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
510	八阵图防	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2461	效果2	2683	效果3几率	38	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
511	八阵图防	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2462	效果2	2683	效果3几率	40	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
512	八阵图防	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2463	效果2	2683	效果3几率	42	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
513	八阵图防	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17241	效果2	2683	效果3几率	44	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
514	八阵图防	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17242	效果2	2683	效果3几率	46	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
515	八阵图防	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17243	效果2	2683	效果3几率	48	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
516	八阵图防	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17244	效果2	2683	效果3几率	50	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
601	八阵图攻	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2452	效果2	2683	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
602	八阵图攻	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2453	效果2	2683	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
603	八阵图攻	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2454	效果2	2683	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
604	八阵图攻	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2455	效果2	2683	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
605	八阵图攻	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2456	效果2	2683	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
606	八阵图攻	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2457	效果2	2683	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
607	八阵图攻	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2458	效果2	2683	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
608	八阵图攻	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2459	效果2	2683	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
609	八阵图攻	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2460	效果2	2683	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
610	八阵图攻	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2461	效果2	2683	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
611	八阵图攻	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2462	效果2	2683	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
612	八阵图攻	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2463	效果2	2683	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
613	八阵图攻	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17241	效果2	2683	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
614	八阵图攻	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17242	效果2	2683	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
615	八阵图攻	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17243	效果2	2683	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
616	八阵图攻	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17244	效果2	2683	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
701	初级陷阱	初级陷阱	-1	0	10	2	1	g01_bamenjinsuo	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		15000	500	2	2	1	0	0	0	0	0	效果1	111	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
801	诛仙阵	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2749	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
802	诛仙阵	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2750	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
803	诛仙阵	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2751	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
804	诛仙阵	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2752	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
805	诛仙阵	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2753	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
806	诛仙阵	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2754	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
807	诛仙阵	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2755	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
808	诛仙阵	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2756	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
809	诛仙阵	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
810	诛仙阵	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
811	诛仙阵	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
812	诛仙阵	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
813	诛仙阵	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
814	诛仙阵	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
815	诛仙阵	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
816	诛仙阵	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
901	诛仙阵防	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2749	效果2	2684	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
902	诛仙阵防	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2750	效果2	2684	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
903	诛仙阵防	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2751	效果2	2684	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
904	诛仙阵防	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2752	效果2	2684	效果3几率	26	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
905	诛仙阵防	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2753	效果2	2684	效果3几率	28	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
906	诛仙阵防	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2754	效果2	2684	效果3几率	30	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
907	诛仙阵防	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2755	效果2	2684	效果3几率	32	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
908	诛仙阵防	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2756	效果2	2684	效果3几率	34	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
909	诛仙阵防	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	36	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
910	诛仙阵防	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	38	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
911	诛仙阵防	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	40	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
912	诛仙阵防	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	42	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
913	诛仙阵防	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	44	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
914	诛仙阵防	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	46	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
915	诛仙阵防	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	48	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
916	诛仙阵防	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	50	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
1001	诛仙阵攻	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2749	效果2	2610	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1002	诛仙阵攻	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2750	效果2	2611	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1003	诛仙阵攻	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2751	效果2	2612	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1004	诛仙阵攻	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2752	效果2	2613	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1005	诛仙阵攻	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2753	效果2	2614	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1006	诛仙阵攻	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2754	效果2	2615	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1007	诛仙阵攻	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2755	效果2	2616	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1008	诛仙阵攻	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2756	效果2	2617	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1009	诛仙阵攻	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2757	效果2	2618	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1010	诛仙阵攻	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2758	效果2	2619	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1011	诛仙阵攻	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2759	效果2	2620	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1012	诛仙阵攻	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		0	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2760	效果2	2621	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
